CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change
WBA000058,application,"Web Based Application",WBS000073,IM0005187,Closed,4,4,4,0.763306253,incident,KM0001685,closed,0,"14-10-2013 13:19",,,"14-10-2013 16:23","3,06,47,22,222",Other,1,SD0012827,,,
SUB000537,subapplication,"Web Based Application",WBS000073,IM0005188,Closed,4,4,4,0.788058042,incident,KM0002060,closed,0,"14-10-2013 13:20",,"14-10-2013 13:46","14-10-2013 13:47","0,441111111",Other,1,SD0012834,,,
COM000003,computer,Omgeving,WBS000098,IM0005189,Closed,4,4,4,0.692432259,incident,KM0001278,closed,1,"14-10-2013 13:28",,"16-10-2013 11:21","16-10-2013 11:21","6,90,66,66,667",Software,1,SD0012832,,,
DTA000616,application,"Desktop Application",WBS000092,IM0005190,Closed,4,4,4,0.522170646,incident,KM0002055,closed,0,"14-10-2013 13:47",,"14-10-2013 14:34","14-10-2013 14:34","0,785833333",Software,1,SD0012853,,,
SBA000079,application,"Server Based Application",WBS000223,IM0005191,Closed,4,4,4,0.054782632,incident,KM0001480,closed,0,"14-10-2013 13:48",,"17-10-2013 08:24","17-10-2013 08:24","2,61,03,33,333",Other,1,SD0012854,,,
WBA000094,application,"Web Based Application",WBS000073,IM0005192,Closed,4,4,4,0.99821466,incident,KM0001678,closed,2,"14-10-2013 13:56",,"16-10-2013 14:04","16-10-2013 14:04","2,11,22,22,222",Software,2,#MULTIVALUE,,,
DTA000189,application,"Desktop Application",WBS000092,IM0005193,Closed,4,4,4,0.150626244,incident,KM0000460,closed,0,"14-10-2013 14:03",,"15-10-2013 14:42","15-10-2013 14:43","1,11,64,44,444",Software,1,SD0012850,,,
SBA000607,application,"Server Based Application",WBS000263,IM0005194,Closed,5,5,5,0.556261169,"request for information",KM0001825,closed,0,"14-10-2013 14:08",,"16-10-2013 08:36","16-10-2013 08:36","1,54,58,88,889","Operator error",1,SD0012863,,,
WBA000144,application,"Web Based Application",WBS000318,IM0005195,Closed,4,4,4,0.043927129,incident,KM0001401,closed,4,"14-10-2013 14:22",,"16-10-2013 11:17","16-10-2013 11:17","1,79,13,33,333",Other,1,SD0013025,,,
WBA000008,application,"Web Based Application",WBS000167,IM0005196,Closed,3,3,3,0.345276934,incident,KM0000072,closed,0,"14-10-2013 14:23",,"28-10-2013 11:32","28-10-2013 11:32","1,02,13,83,333",Software,28,#MULTIVALUE,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0005197,Closed,4,4,4,0.31609977,incident,KM0000761,closed,0,"14-10-2013 14:25",,"14-10-2013 16:01","14-10-2013 16:01","1,6","User error",1,SD0013030,,,
SUB000424,subapplication,"Web Based Application",WBS000073,IM0005198,Closed,4,4,4,0.182313328,incident,KM0000702,closed,0,"14-10-2013 14:27",,"15-10-2013 08:37","15-10-2013 08:37","4,67,27,77,778",Other,1,SD0013019,,,
DTA000025,application,"Desktop Application",WBS000110,IM0005199,Closed,4,4,4,0.872442799,incident,KM0001094,closed,0,"14-10-2013 14:27",,"16-10-2013 13:33","16-10-2013 13:33","1,98,65,83,333","No error - works as designed",1,SD0013033,,,
SBA000812,application,"Server Based Application",WBS000223,IM0005200,Closed,4,4,4,0.704204609,incident,KM0000947,closed,0,"14-10-2013 14:28",,"15-10-2013 16:22","15-10-2013 16:22","1,24,01,11,111",Other,1,SD0013018,,,
SUB000442,subapplication,"Web Based Application",WBS000125,IM0005201,Closed,4,4,4,0.029827033,incident,KM0000206,closed,0,"14-10-2013 14:32",,"14-10-2013 15:26","14-10-2013 15:26","0,905555556",Other,1,SD0013038,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0005202,Closed,4,4,4,0.721648098,incident,KM0000761,closed,0,"14-10-2013 14:33",,"14-10-2013 15:42","14-10-2013 15:42","1,13,77,77,778",Other,1,SD0013041,,,
SUB000424,subapplication,"Web Based Application",WBS000073,IM0005203,Closed,4,4,4,0.406792501,incident,KM0000702,closed,0,"14-10-2013 14:38",,"15-10-2013 08:53","15-10-2013 08:53","4,74,91,66,667",Software,1,SD0013032,,,
SBA000263,application,"Server Based Application",WBS000072,IM0005204,Closed,3,3,3,0.069237825,incident,KM0000644,closed,4,"14-10-2013 14:41",,"17-10-2013 09:13","17-10-2013 09:13","1,72,76,38,889",Hardware,2,#MULTIVALUE,,,
DTA000057,application,"Desktop Application",WBS000094,IM0005205,Closed,4,4,4,0.456031962,incident,KM0000539,closed,0,"14-10-2013 14:43",,"14-10-2013 15:15","14-10-2013 15:15","0,525277778",Software,1,SD0013034,,,
DTA000053,application,"Desktop Application",WBS000130,IM0005206,Closed,5,5,5,0.936050851,incident,KM0001436,closed,0,"14-10-2013 14:46",,"15-10-2013 14:33","15-10-2013 14:33","1,02,88,61,111",Software,1,SD0013043,,,
SBA000607,application,"Server Based Application",WBS000263,IM0005207,Closed,4,4,4,0.103191106,incident,KM0001106,closed,1,"14-10-2013 14:50",,"16-10-2013 10:39","16-10-2013 10:40","1,68,21,94,444",Other,1,SD0013052,,,
SUB000523,subapplication,"Web Based Application",WBS000073,IM0005208,Closed,4,4,4,0.429700277,incident,KM0000818,closed,0,"14-10-2013 14:57",,"14-10-2013 16:06","14-10-2013 16:06","1,15,86,11,111","Operator error",1,SD0013051,,,
SBA000026,application,"Server Based Application",WBS000223,IM0005209,Closed,4,4,4,0.757615821,incident,KM0000032,closed,0,"14-10-2013 15:06",,"16-10-2013 10:08","16-10-2013 10:08","1,60,28,61,111","No error - works as designed",1,SD0013059,,,
SUB000508,subapplication,"Web Based Application",WBS000162,IM0005210,Closed,4,4,4,0.268403764,incident,KM0000553,closed,7,"14-10-2013 15:07",,"30-10-2013 15:44","30-10-2013 15:44","1,26,61,58,333","No error - works as designed",1,SD0013058,,,
SUB000442,subapplication,"Web Based Application",WBS000125,IM0005211,Closed,4,4,4,0.291881138,incident,KM0000206,closed,0,"14-10-2013 15:08",,"14-10-2013 15:23","14-10-2013 15:23","0,259444444",Other,1,SD0013062,,,
WBA000077,application,"Web Based Application",WBS000153,IM0005212,Closed,5,5,5,0.721455239,"request for information",KM0000415,closed,4,"14-10-2013 15:13",,"18-10-2013 07:32","18-10-2013 07:32","3,43,11,66,667","User manual not used",1,SD0013065,,,
WBA000077,application,"Web Based Application",WBS000153,IM0005213,Closed,5,5,5,0.852165056,"request for information",KM0000415,closed,4,"14-10-2013 15:13",,"17-10-2013 10:55","17-10-2013 10:55","2,72,01,66,667","User error",1,SD0013069,,,
DTA000053,application,"Desktop Application",WBS000130,IM0005214,Closed,5,5,5,0.460249403,incident,KM0001436,closed,0,"14-10-2013 15:23",,"15-10-2013 14:33","15-10-2013 14:33","9,68,05,55,556",Software,1,SD0013070,,,
SBA000017,application,"Server Based Application",WBS000099,IM0005215,Closed,3,3,3,0.448193832,incident,KM0000480,closed,0,"14-10-2013 15:25",,,"14-10-2013 15:27","0,037777778","User error",1,SD0013073,,,
SBA000462,application,"Server Based Application",WBS000073,IM0005216,Closed,4,4,4,0.121831611,incident,KM0001930,closed,0,"14-10-2013 15:25","18-10-2013 16:19","18-10-2013 16:38","18-10-2013 16:38","5,30,77,77,778","Operator error",2,#MULTIVALUE,,,
WBA000128,application,"Web Based Application",WBS000063,IM0005217,Closed,4,4,4,0.294710941,incident,KM0001406,closed,0,"14-10-2013 15:26",,"14-10-2013 16:23","14-10-2013 16:23","0,951666667","No error - works as designed",1,SD0013064,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0005218,Closed,4,4,4,0.594204608,incident,KM0000751,closed,0,"14-10-2013 15:37",,"14-10-2013 15:56","14-10-2013 15:56","0,314444444",Other,1,SD0013081,,,
DTA000057,application,"Desktop Application",WBS000094,IM0005219,Closed,5,5,5,0.139021552,"request for information",KM0001520,closed,1,"14-10-2013 15:51",,"15-10-2013 16:56","15-10-2013 16:56","1,15,775","No error - works as designed",1,SD0013084,,,
SBA000017,application,"Server Based Application",WBS000099,IM0005220,Closed,3,3,3,0.884881485,incident,KM0000480,closed,3,"14-10-2013 15:55",,,"14-10-2013 16:07","0,196666667","User error",1,SD0013323,,,
WBA000131,application,"Web Based Application",WBS000073,IM0005221,Closed,5,5,5,0.729152821,"request for information",KM0000346,closed,5,"14-10-2013 13:45",,"15-10-2013 11:36","15-10-2013 11:36","8,35,36,11,111",Questions,1,SD0012887,,,
SBA000017,application,"Server Based Application",WBS000099,IM0005222,Closed,3,3,3,0.500950401,incident,KM0000480,closed,1,"14-10-2013 14:02",,"14-10-2013 15:28","14-10-2013 15:28","1,43,77,77,778",Other,1,SD0012895,,,
WBA000144,application,"Web Based Application",WBS000318,IM0005223,Closed,4,4,4,0.21027471,incident,KM0000835,closed,0,"14-10-2013 14:08",,"15-10-2013 08:05","15-10-2013 08:05","4,45,97,22,222",Other,1,SD0012890,,,
SUB000512,subapplication,"Web Based Application",WBS000073,IM0005224,Closed,3,3,3,0.243610027,incident,KM0000776,closed,2,"14-10-2013 14:14",,"18-10-2013 09:12","18-10-2013 09:14","1,56,54,44,444",Software,1,SD0012897,,,
SBA000017,application,"Server Based Application",WBS000099,IM0005225,Closed,3,3,3,0.057920341,incident,KM0000480,closed,0,"14-10-2013 14:17",,,"14-10-2013 14:19","0,0325","User error",1,SD0012902,,,
SBA000427,application,"Server Based Application",WBS000307,IM0005226,Closed,4,4,4,0.045000693,incident,KM0001859,closed,0,"14-10-2013 14:18",,,"16-10-2013 09:16","1,59,71,66,667",Other,1,SD0012900,,,
SBA000607,application,"Server Based Application",WBS000263,IM0005227,Closed,5,5,5,0.455323258,"request for information",KM0001825,closed,0,"14-10-2013 14:21",,"14-10-2013 15:39","14-10-2013 15:39","1,29,47,22,222",Software,1,SD0012903,,,
SBA000427,application,"Server Based Application",WBS000307,IM0005228,Closed,4,4,4,0.125391447,incident,KM0001321,closed,0,"14-10-2013 14:31",,"14-10-2013 15:15","14-10-2013 15:17","0,761388889",Software,1,SD0012906,,,
SBA000427,application,"Server Based Application",WBS000307,IM0005229,Closed,3,3,3,0.159234549,incident,KM0001321,closed,0,"14-10-2013 14:33",,"14-10-2013 15:05","14-10-2013 15:07","0,573888889",Software,1,SD0012908,,,
SBA000607,application,"Server Based Application",WBS000263,IM0005230,Closed,5,5,5,0.292613528,"request for information",KM0001825,closed,0,"14-10-2013 14:42",,"14-10-2013 15:14","14-10-2013 15:15","0,547777778",Other,1,SD0012915,,,
SBA000088,application,"Server Based Application",WBS000017,IM0005231,Closed,5,5,5,0.026958869,incident,KM0000095,closed,1,"14-10-2013 14:54",,"16-10-2013 16:49","16-10-2013 16:49","1,17,79,72,222","No error - works as designed",1,SD0012914,,,
WBA000122,application,"Web Based Application",WBS000298,IM0005232,Closed,4,4,4,0.503998439,incident,KM0001552,closed,3,"14-10-2013 14:57",,"25-11-2013 14:13","25-11-2013 14:13","3,14,26,88,889",Other,1,SD0012904,,,
DTA000053,application,"Desktop Application",WBS000130,IM0005233,Closed,5,5,5,0.623231669,incident,KM0001436,closed,0,"14-10-2013 15:05",,"15-10-2013 14:15","15-10-2013 14:15","9,66,91,66,667",Software,1,SD0012917,,,
SUB000456,subapplication,"Web Based Application",WBS000073,IM0005234,Closed,4,4,4,0.951701303,incident,KM0000761,closed,0,"14-10-2013 15:21",,"14-10-2013 15:52","14-10-2013 15:52","0,518333333",Other,1,SD0012931,,,
DCE000077,hardware,DataCenterEquipment,WBS000267,IM0005235,Closed,3,3,3,0.98012056,incident,KM0000182,closed,0,"14-10-2013 15:31",,"15-10-2013 13:53","15-10-2013 13:55","2,59,80,55,556",Hardware,1,SD0012937,,,
SUB000424,subapplication,"Web Based Application",WBS000073,IM0005236,Closed,4,4,4,0.58230533,incident,KM0000702,closed,0,"14-10-2013 15:42",,"14-10-2013 15:47","14-10-2013 15:47","0,086388889",Other,1,SD0012939,,,
SBA000834,application,"Server Based Application",WBS000223,IM0005237,Closed,4,4,4,0.1414679,incident,KM0001308,closed,1,"14-10-2013 15:50","16-10-2013 11:41","18-10-2013 09:25","18-10-2013 09:25","3,35,84,44,444",Software,2,#MULTIVALUE,,,
SBA000054,application,"Server Based Application",WBS000013,IM0005238,Closed,5,5,5,0.941452783,"request for information",KM0000054,closed,5,"14-10-2013 15:52","15-10-2013 09:43","15-10-2013 09:51","15-10-2013 09:51","21,325","User error",2,#MULTIVALUE,,,
DTA000591,application,"Desktop Application",WBS000092,IM0005239,Closed,5,5,5,0.904727014,"request for information",KM0000469,closed,3,"14-10-2013 16:06",,"05-11-2013 16:26","05-11-2013 16:26","9,84,20,83,333",Unknown,1,SD0013257,,,
DTA000016,application,"Desktop Application",WBS000096,IM0005240,Closed,4,4,4,0.968276397,incident,KM0001026,closed,0,"14-10-2013 16:16",,"14-10-2013 16:56","14-10-2013 16:56","0,676111111",Software,1,SD0013258,,,
SBA000054,application,"Server Based Application",WBS000013,IM0005241,Closed,5,5,5,0.372897465,"request for information",KM0000054,closed,3,"14-10-2013 16:29",,"15-10-2013 08:57","15-10-2013 08:57","1,41,58,33,333","User error",1,SD0013260,,,
SUB000424,subapplication,"Web Based Application",WBS000073,IM0005242,Closed,4,4,4,0.593954038,incident,KM0000847,closed,1,"14-10-2013 16:39",,"14-10-2013 16:50","14-10-2013 16:50","0,185833333",Other,1,SD0013259,,,
SBA000689,application,"Server Based Application",WBS000228,IM0005243,Closed,5,5,5,0.810791218,"request for information",KM0000656,closed,0,"14-10-2013 17:02",,"14-10-2013 17:40","14-10-2013 17:40","0,639444444",Other,1,SD0013262,,,
SBA000462,application,"Server Based Application",WBS000073,IM0005244,Closed,4,4,4,0.275952639,incident,KM0001773,closed,2,"14-10-2013 17:05","15-10-2013 10:14","22-10-2013 12:26","22-10-2013 12:29","3,30,56,38,889","Operator error",3,#MULTIVALUE,,,
SBA000277,application,"Server Based Application",WBS000126,IM0005245,Closed,4,4,4,0.425494797,incident,KM0000388,closed,0,"14-10-2013 17:15","16-10-2013 09:33","28-10-2013 14:22","28-10-2013 14:22","1,68,77,77,778",Other,2,#MULTIVALUE,,,
WBA000011,application,"Web Based Application",WBS000152,IM0005246,Closed,5,5,5,0.259045243,incident,KM0001724,closed,5,"14-10-2013 17:24",,"13-11-2013 11:56","13-11-2013 11:59","3,66,55,27,778",Software,1,SD0013162,,,
WBA000011,application,"Web Based Application",WBS000152,IM0005247,Closed,5,5,5,0.866660423,incident,KM0001724,closed,6,"14-10-2013 17:44",,"25-10-2013 15:23","25-10-2013 15:23","9,21,26,38,889",Data,1,SD0013358,,,
SBA000026,application,"Server Based Application",WBS000223,IM0005248,Closed,3,3,3,0.506016009,incident,KM0001505,closed,0,"14-10-2013 17:47",,"14-10-2013 17:54","14-10-2013 17:54","0,125",Software,1,SD0013264,,,
SBA000427,application,"Server Based Application",WBS000307,IM0005249,Closed,3,3,3,0.493383207,incident,KM0001350,closed,0,"15-10-2013 06:09",,"16-10-2013 12:09","16-10-2013 12:09","1,51,66,11,111",Data,1,SD0013265,,,
SUB000113,subapplication,"Server Based Application",WBS000095,IM0005250,Closed,3,3,3,0.5941598,incident,KM0000223,closed,0,"15-10-2013 07:38",,"15-10-2013 09:19","15-10-2013 09:20","1,68,94,44,444","Operator error",1,SD0013266,,,
SUB000113,subapplication,"Server Based Application",WBS000095,IM0005251,Closed,3,3,3,0.175579514,incident,KM0000223,closed,0,"15-10-2013 08:11",,"15-10-2013 09:27","15-10-2013 09:27","1,26,63,88,889","Operator error",1,SD0013272,,,
SUB000113,subapplication,"Server Based Application",WBS000095,IM0005252,Closed,4,4,4,0.139254856,incident,KM0000223,closed,0,"15-10-2013 08:12",,"15-10-2013 09:52","15-10-2013 09:52","1,66,83,33,333","Operator error",1,SD0013270,,,
SUB000113,subapplication,"Server Based Application",WBS000095,IM0005253,Closed,4,4,4,0.745785993,incident,KM0000223,closed,0,"15-10-2013 08:15",,"15-10-2013 09:53","15-10-2013 09:54","1,64,05,55,556","Operator error",1,SD0013273,,,
DTA000056,application,"Desktop Application",WBS000091,IM0005254,Closed,4,4,4,0.097331893,incident,KM0002040,closed,0,"15-10-2013 08:21",,"15-10-2013 08:51","15-10-2013 08:52","0,421666667",Software,1,SD0013271,,,
WBA000008,application,"Web Based Application",WBS000167,IM0005255,Closed,5,5,5,0.976376735,incident,KM0000069,closed,0,"15-10-2013 08:23",,"21-10-2013 14:49","21-10-2013 14:49","4,78,18,61,111",Software,1,SD0013279,,,
WBA000018,application,"Web Based Application",WBS000073,IM0005256,Closed,4,4,4,0.869878885,incident,KM0000720,closed,1,"15-10-2013 08:25",,"17-10-2013 08:19","17-10-2013 08:19","2,08,96,66,667",Software,1,SD0013281,,,
MON00011,displaydevice,Monitor,WBS000091,IM0005257,Closed,4,4,4,0.887616937,incident,KM0000316,closed,0,"14-10-2013 14:15",,"16-10-2013 08:50","16-10-2013 08:50","1,55,84,16,667",Hardware,1,SD0012961,,,
SBA000054,application,"Server Based Application",WBS000013,IM0005258,Closed,5,5,5,0.723640054,"request for information",KM0000054,closed,3,"14-10-2013 14:23",,"15-10-2013 11:45","15-10-2013 11:45","7,86,86,11,111",Other,1,SD0012956,,,
WBA000144,application,"Web Based Application",WBS000318,IM0005259,Closed,5,5,5,0.089545117,incident,KM0000836,closed,0,"14-10-2013 14:25",,"11-11-2013 15:42","11-11-2013 15:42","2,10,38,16,667",Unknown,1,SD0012972,,,
WBA000018,application,"Web Based Application",WBS000073,IM0005260,Closed,5,5,5,0.147042606,incident,KM0001927,closed,3,"14-10-2013 14:27",,"16-10-2013 15:16","16-10-2013 15:16","2,18,06,11,111",Other,2,#MULTIVALUE,,,
WBA000124,application,"Web Based Application",WBS000088,IM0005261,Closed,5,5,5,0.783466111,incident,KM0001028,closed,6,"14-10-2013 14:29",,"31-12-2013 14:32","31-12-2013 14:32","5,61,62,83,333",Unknown,1,SD0012977,1,,
SBA000768,application,"Server Based Application",WBS000011,IM0005262,Closed,3,3,3,0.435556948,incident,KM0000049,closed,5,"14-10-2013 14:29",,"17-10-2013 08:14","17-10-2013 08:14","1,02,62,22,222","User error",1,SD0012976,,,
DTA000057,application,"Desktop Application",WBS000094,IM0005263,Closed,5,5,5,0.546885538,"request for information",KM0000535,closed,2,"14-10-2013 14:36",,"31-10-2013 08:12","31-10-2013 08:12","5,75,70,27,778","No error - works as designed",1,SD0012981,,,
LAP000858,computer,Laptop,WBS000091,IM0005264,Closed,5,5,5,0.917376619,incident,KM0001444,closed,3,"14-10-2013 14:37","01-11-2013 14:36","07-11-2013 16:12","07-11-2013 16:12","9,35,25,55,556",Other,2,#MULTIVALUE,,,
DTA000057,application,"Desktop Application",WBS000094,IM0005265,Closed,5,5,5,0.446873839,"request for information",KM0000535,closed,3,"14-10-2013 14:39",,"25-10-2013 14:56","25-10-2013 14:56","9,47,81,66,667","No error - works as designed",1,SD0012986,,,
CBA000014,application,"Client Based Application",WBS000073,IM0005266,Closed,4,4,4,0.81466802,incident,KM0001887,closed,0,"14-10-2013 14:47",,"21-10-2013 11:37","21-10-2013 11:37","7,40,97,22,222",Software,1,SD0012985,,,
APP000005,application,Citrix,WBS000292,IM0005267,Closed,4,4,4,0.20919523,incident,KM0001060,closed,0,"14-10-2013 14:48",,"14-10-2013 16:37","14-10-2013 16:38","1,82,55,55,556",Software,1,SD0012983,,,
SUB000113,subapplication,"Server Based Application",WBS000095,IM0005268,Closed,4,4,4,0.875157969,incident,KM0001345,closed,0,"14-10-2013 14:50",,"14-10-2013 15:00","14-10-2013 15:02","0,202222222",Software,1,SD0012994,,,
WBA000008,application,"Web Based Application",WBS000167,IM0005269,Closed,5,5,5,0.900630358,incident,KM0000069,closed,0,"14-10-2013 14:58",,"16-10-2013 13:11","16-10-2013 13:11","1,92,18,88,889",Software,,#N/B,,,
WBA000124,application,"Web Based Application",WBS000088,IM0005270,Closed,4,4,4,0.907221537,incident,KM0000611,closed,0,"14-10-2013 15:05",,"14-10-2013 16:54","14-10-2013 17:07","2,03,13,88,889",Other,1,SD0013005,,,
DSK000598,computer,Desktop,WBS000091,IM0005271,Closed,4,4,4,0.395284141,incident,KM0001019,closed,2,"14-10-2013 15:14",,"14-10-2013 17:20","14-10-2013 17:20","2,08,77,77,778",Software,1,SD0013014,,,
SPF000017,application,"SharePoint Farm",WBS000136,IM0005272,Closed,5,5,5,0.217132307,"request for information",KM0000692,closed,1,"14-10-2013 15:14",,"17-10-2013 13:05","17-10-2013 13:05","2,93,48,33,333",Software,1,SD0013009,,,
DSK000601,computer,Desktop,WBS000091,IM0005273,Closed,4,4,4,0.542847731,incident,KM0001019,closed,0,"14-10-2013 15:15",,"14-10-2013 17:20","14-10-2013 17:20","2,09,08,33,333",Software,1,SD0013007,,,
WBA000124,application,"Web Based Application",WBS000088,IM0005274,Closed,4,4,4,0.328750549,incident,KM0000611,closed,2,"14-10-2013 15:17",,"15-10-2013 11:18","15-10-2013 11:18","6,52,44,44,444",Other,1,SD0013016,,,
